id,linenumber,opath,lng,lat,t
00001,31,65662,114.214239764,22.6952585893,19-02-01 06:32:51
00001,32,67263,114.212797901,22.6937538775,19-02-01 06:33:54
00001,33,62700,114.212441168,22.693380785,19-02-01 06:34:03
00001,34,62703,114.206781759,22.6875494175,19-02-01 06:35:15
00001,35,29746,114.204292574,22.6832420528,19-02-01 06:36:36
00001,36,29732,114.203556819,22.6710265272,19-02-01 06:38:33
00001,37,17983,114.194797759,22.6627876144,19-02-01 06:40:03
00001,38,17983,114.174484988,22.6522746288,19-02-01 06:42:36
00001,39,27531,114.157312759,22.6467725583,19-02-01 06:44:33
00001,40,45062,114.144733976,22.6405628493,19-02-01 06:46:03
00001,41,45062,114.132203715,22.6364786069,19-02-01 06:47:33
00001,42,45062,114.129705523,22.6375650434,19-02-01 06:47:51
00001,43,45062,114.128447138,22.6380855975,19-02-01 06:48:00
00001,44,40978,114.114250154,22.6431040416,19-02-01 06:49:39
00001,45,40984,114.101719232,22.6358388424,19-02-01 06:51:18
00001,46,42070,114.09046475,22.6315602959,19-02-01 06:53:24
00001,47,42208,114.085718897,22.6304373769,19-02-01 06:54:09
00001,48,75146,114.081093591,22.6289004458,19-02-01 06:54:54
00001,49,42203,114.075560789,22.6294234174,19-02-01 06:56:33
00001,50,76114,114.070117363,22.6303684782,19-02-01 06:57:36
00001,51,75117,114.063405034,22.6300452324,19-02-01 07:01:03
00001,52,32830,114.046438747,22.6318911714,19-02-01 07:05:33
00001,53,33548,114.042785165,22.6290694027,19-02-01 07:07:12
00001,54,21598,114.043624979,22.6210830407,19-02-01 07:08:24
00001,55,19422,114.044188875,22.6069748336,19-02-01 07:10:12
00001,56,19422,114.044014071,22.6058211905,19-02-01 07:10:21
00001,57,45761,114.044926025,22.59763552,19-02-01 07:11:42
00001,58,82587,114.048271495,22.5923770165,19-02-01 07:13:39
00001,59,14874,114.058058011,22.578352176,19-02-01 07:16:12
00001,60,14874,114.060232172,22.5780775815,19-02-01 07:16:30
00001,61,14875,114.065419012,22.5765734856,19-02-01 07:17:15
00001,62,14875,114.066147389,22.575885937,19-02-01 07:17:24
00001,63,68668,114.06738793,22.572543505,19-02-01 07:18:00
00001,64,40919,114.067423082,22.5642171232,19-02-01 07:20:15
00001,65,40919,114.067465742,22.5620828981,19-02-01 07:21:36
00001,66,46697,114.067741374,22.5502170713,19-02-01 07:25:12
00001,67,71683,114.067890291,22.5450432628,19-02-01 07:26:06
00001,68,71441,114.067594986,22.5441653958,19-02-01 07:26:15
00001,69,71441,114.06710836,22.5435632358,19-02-01 07:26:24
00001,70,17051,114.053089229,22.5430136245,19-02-01 07:29:24
00001,71,57150,114.048242336,22.5426519717,19-02-01 07:30:54
00001,72,79487,114.041587374,22.5425160874,19-02-01 07:32:06
00001,73,79471,114.028643017,22.5406018203,19-02-01 07:35:51
00001,74,40328,114.017847235,22.538764742,19-02-01 07:37:57
00001,75,85493,114.016165343,22.5384845435,19-02-01 07:38:33
00001,76,56741,114.01375007,22.5380910056,19-02-01 07:39:27
00001,77,32686,114.010224818,22.5339439406,19-02-01 07:41:42
00001,78,32686,114.006910033,22.5343259544,19-02-01 07:42:36
00001,79,50835,114.0062539,22.5342738,19-02-01 07:44:15
00001,80,32686,114.007835847,22.5342234472,19-02-01 07:44:33
00001,81,32686,114.007773778,22.5342307098,19-02-01 07:50:53
00001,82,50836,114.005875865,22.5359770566,19-02-01 07:54:11
00001,83,49001,114.0243189,22.5393687841,19-02-01 07:58:14
00001,84,79444,114.033519975,22.5409073739,19-02-01 08:00:02
00001,85,79444,114.037593538,22.5415971889,19-02-01 08:01:14
00001,86,18334,114.044364477,22.5423009108,19-02-01 08:02:17
00001,87,16980,114.048741888,22.5424023386,19-02-01 08:03:20
00001,88,21978,114.061156237,22.5426365011,19-02-01 08:04:59
00001,89,27031,114.065018,22.5427156,19-02-01 08:05:35
00001,90,66674,114.067457093,22.5733306427,19-02-01 08:18:50
00001,91,66674,114.067442609,22.5734204131,19-02-01 08:18:51
00001,92,55106,114.060262251,22.578228365,19-02-01 08:20:01
00001,93,55106,114.058890932,22.5784045052,19-02-01 08:20:11
00001,94,13296,114.051392304,22.5888785068,19-02-01 08:22:21
00001,95,13422,114.050506357,22.5895731376,19-02-01 08:22:31
00001,96,45751,114.045684075,22.5981126538,19-02-01 08:24:02
00001,97,2094,114.043644219,22.6020057458,19-02-01 08:25:21
00001,98,2094,114.04459207,22.6086427611,19-02-01 08:26:01
00001,99,2094,114.044747606,22.6103584481,19-02-01 08:26:11
00001,100,19392,114.043949242,22.6202503207,19-02-01 08:27:11
00001,101,33536,114.045304219,22.6285496488,19-02-01 08:28:21
00001,102,75088,114.066521449,22.6302474897,19-02-01 08:32:31
00001,103,20137,114.074531841,22.6294082759,19-02-01 08:34:21
00001,104,20147,114.078444831,22.6287159147,19-02-01 08:36:35
00001,105,20147,114.079554545,22.6285199282,19-02-01 08:37:16
00001,106,20147,114.079961699,22.6284480207,19-02-01 08:37:21
00001,107,40856,114.107408978,22.6397911434,19-02-01 08:42:31
00001,108,40872,114.122297145,22.64044562,19-02-01 08:43:51
00001,109,16752,114.139319159,22.636778291,19-02-01 08:45:21
00001,110,27555,114.174241647,22.6519575721,19-02-01 08:48:41
00001,111,17412,114.203680961,22.6748918053,19-02-01 08:52:11
00001,112,7372,114.203899267,22.6783746681,19-02-01 08:52:31
00001,113,7372,114.204365596,22.6803394727,19-02-01 08:52:47
00001,114,7372,114.204418267,22.6806338781,19-02-01 08:52:51
00001,115,45713,114.213190347,22.6938319738,19-02-01 08:56:01
00001,116,67262,114.215266994,22.6959566929,19-02-01 08:56:51
00001,117,62688,114.216410772,22.6971381459,19-02-01 08:57:11
00001,118,62686,114.217639984,22.6983759957,19-02-01 08:59:11
00001,119,7149,114.220183164,22.7010234218,19-02-01 08:59:41
00001,120,1758,114.215098955,22.7078854554,19-02-01 09:06:21
00001,121,13345,114.21354084,22.7142174896,19-02-01 09:10:41
00001,122,55490,114.213597057,22.7219550433,19-02-01 09:11:56
00001,123,65194,114.215910363,22.7220559905,19-02-01 09:13:21
00001,124,65194,114.216346318,22.7220622668,19-02-01 09:13:50
00001,125,55581,114.222845614,22.7221550041,19-02-01 09:14:41
00001,126,25311,114.227392819,22.722219874,19-02-01 09:16:19
00001,127,25311,114.228163144,22.7222308898,19-02-01 09:16:31
00001,128,85301,114.23481953,22.7223259367,19-02-01 09:20:31
00001,129,85301,114.235200976,22.7223313967,19-02-01 09:21:31
00001,130,85301,114.235398235,22.7223342202,19-02-01 09:21:34
00001,131,85235,114.23993128,22.7241912698,19-02-01 09:24:51
00001,132,85235,114.241436758,22.7255554877,19-02-01 09:25:11
00001,133,85290,114.24319711,22.7265573387,19-02-01 09:25:36
00001,134,13493,114.247484118,22.7248690205,19-02-01 09:28:11
00001,135,69875,114.247596562,22.7195963102,19-02-01 09:32:41
00001,136,27951,114.248835407,22.7194030934,19-02-01 09:33:05
00001,137,27951,114.249605762,22.7195787926,19-02-01 09:34:01
00001,138,62788,114.260353162,22.7244183438,19-02-01 09:38:11
00001,139,2338,114.263307242,22.7261002461,19-02-01 09:40:31
00001,140,34631,114.267046784,22.7284436627,19-02-01 09:41:54
00001,141,34631,114.267549951,22.7287563448,19-02-01 09:42:01
00001,142,22787,114.273766947,22.7320608627,19-02-01 09:45:01
00001,143,32118,114.284529131,22.7272150586,19-02-01 09:48:18
00001,144,74803,114.293530121,22.7232393048,19-02-01 09:53:01
00001,145,74803,114.294061847,22.7229939262,19-02-01 09:53:11
00001,146,56915,114.309420523,22.7110659987,19-02-01 09:57:21
00001,147,57981,114.310636705,22.7105166841,19-02-01 09:58:21
00001,148,57981,114.311188869,22.7101169893,19-02-01 09:58:31
00001,149,11755,114.31301712,22.7087930219,19-02-01 09:58:51
00001,150,11755,114.313996287,22.7080799068,19-02-01 09:59:01
00001,151,11755,114.314910408,22.7074353222,19-02-01 09:59:11
00001,152,64272,114.316445214,22.706348334,19-02-01 09:59:45
00001,153,31687,114.326617837,22.7011263682,19-02-01 10:03:41
00001,154,57968,114.328547486,22.7003644842,19-02-01 10:04:01
00001,155,45816,114.331863545,22.6982725175,19-02-01 10:04:41
00001,156,67983,114.33242067,22.6965179897,19-02-01 10:05:27
00001,157,15687,114.332889732,22.6938133552,19-02-01 10:07:11
00001,158,56428,114.323462575,22.6808429722,19-02-01 10:15:51
00001,159,56417,114.323255002,22.6801518237,19-02-01 10:16:11
00001,160,26020,114.326866672,22.6720556709,19-02-01 10:20:41
00001,161,85398,114.329815467,22.6667758482,19-02-01 12:59:17
00001,162,25952,114.325616923,22.6754573388,19-02-01 13:03:11
00001,163,56413,114.32422764,22.6810116875,19-02-01 13:04:32
00001,164,45830,114.334638909,22.6916770327,19-02-01 13:12:56
00001,165,32020,114.322292711,22.7025644025,19-02-01 13:17:17
00001,166,31963,114.3091446,22.7112816,19-02-01 13:21:02
00001,167,31658,114.30666043,22.7121955892,19-02-01 13:22:14
00001,168,31972,114.304065649,22.714978465,19-02-01 13:22:41
00001,169,35000,114.29178695,22.724182436,19-02-01 13:25:41
00001,170,35000,114.291783711,22.7241839482,19-02-01 13:26:08
00001,171,85538,114.289365032,22.7254373026,19-02-01 13:27:29
00001,172,85538,114.287492529,22.7262603962,19-02-01 13:27:47
00001,173,85538,114.28609514,22.7268543517,19-02-01 13:28:05
00001,174,79705,114.285028225,22.7272263377,19-02-01 13:28:23
00001,175,72800,114.280052686,22.7288746221,19-02-01 13:31:23
00001,176,65987,114.273835982,22.7322854456,19-02-01 13:32:44
00001,177,65974,114.271957658,22.7314873386,19-02-01 13:33:02
00001,178,73087,114.270007575,22.7305678152,19-02-01 13:33:47
00001,179,73074,114.266279023,22.7283357419,19-02-01 13:35:17
00001,180,42015,114.26287959,22.7262150912,19-02-01 13:37:32
00001,181,25141,114.254987458,22.7219499156,19-02-01 13:41:08
00001,182,25083,114.249248724,22.7197586813,19-02-01 13:42:29
00001,183,69877,114.247716552,22.7206011193,19-02-01 13:43:14
00001,184,68127,114.247667434,22.7239899852,19-02-01 13:44:26
00001,185,68127,114.247663397,22.7242683996,19-02-01 13:44:53
00001,186,45406,114.245976572,22.7249518841,19-02-01 13:47:08
00001,187,65296,114.235429568,22.7224169319,19-02-01 13:52:59
00001,188,72150,114.233011347,22.722382721,19-02-01 13:53:26
00001,189,81380,114.231516366,22.7223615628,19-02-01 13:53:44
00001,190,81380,114.23094371,22.7223534572,19-02-01 13:54:19
00001,191,65288,114.226839051,22.7222953777,19-02-01 13:55:49
00001,192,65198,114.217553993,22.7221640673,19-02-01 13:59:43
00001,193,55506,114.213501107,22.719288127,19-02-01 14:01:23
00001,194,55506,114.213478497,22.7191021532,19-02-01 14:01:41
00001,195,65166,114.213384833,22.7161041299,19-02-01 14:02:08
00001,196,57229,114.21822355,22.7074388259,19-02-01 14:05:08
00001,197,65753,114.221510866,22.7047171355,19-02-01 14:06:56
00001,198,65662,114.215971207,22.6970002324,19-02-01 14:09:47
00001,199,65662,114.214627971,22.6956579219,19-02-01 14:10:23
00001,200,67272,114.212334235,22.6932685893,19-02-01 14:11:08
00001,201,75816,114.205704083,22.6863527624,19-02-01 14:12:56
00001,202,7395,114.203202621,22.6736753414,19-02-01 14:14:44
00001,203,29732,114.203596299,22.6707613471,19-02-01 14:15:02
00001,204,17971,114.199197919,22.6649020475,19-02-01 14:15:47
00001,205,17983,114.189829736,22.6603979729,19-02-01 14:16:41
00001,206,17983,114.185019466,22.6580378752,19-02-01 14:17:08
00001,207,17983,114.181772874,22.6563431273,19-02-01 14:17:26
00001,208,17983,114.171276639,22.6504703214,19-02-01 14:18:29
00001,209,17983,114.166476235,22.6483002092,19-02-01 14:18:56
00001,210,27532,114.161335894,22.6472894175,19-02-01 14:19:23
00001,211,45080,114.15105784,22.6442615527,19-02-01 14:20:17
00001,212,45062,114.143257739,22.6395842056,19-02-01 14:21:02
00001,213,45062,114.138928537,22.6367900607,19-02-01 14:21:29
00001,214,40978,114.108927323,22.6411925168,19-02-01 14:24:11
00001,215,40984,114.102153467,22.6360989796,19-02-01 14:24:56
00001,216,42088,114.088485095,22.6308179507,19-02-01 14:27:02
00001,217,32830,114.048073462,22.6319146524,19-02-01 14:36:47
00001,218,19422,114.044610537,22.6150625467,19-02-01 14:40:23
00001,219,45761,114.045134684,22.5972575852,19-02-01 14:42:56
00001,220,14849,114.057014026,22.5785641406,19-02-01 14:46:32
00001,221,68668,114.067415485,22.5718062771,19-02-01 14:49:23
00001,222,46685,114.067641546,22.5559710018,19-02-01 14:53:44
00001,223,46697,114.067780875,22.5479386068,19-02-01 14:55:59
00001,224,74050,114.063321126,22.5429646291,19-02-01 14:59:44
00001,225,23819,114.057330841,22.5428689556,19-02-01 15:00:47
00001,226,29845,114.054732335,22.5433335581,19-02-01 15:01:14
00001,227,67316,114.044312312,22.5425799602,19-02-01 15:03:38
00001,228,13865,114.022198472,22.5394987108,19-02-01 15:10:23
00001,229,13865,114.021302204,22.539348742,19-02-01 15:10:32
00001,230,81774,114.016870904,22.538600742,19-02-01 15:12:11
00001,231,85493,114.015408624,22.5383593166,19-02-01 15:12:38
00001,232,18939,114.010461435,22.5375625508,19-02-01 15:15:02
00001,233,32686,114.007342467,22.5342811765,19-02-01 15:18:56
00001,234,32686,114.007610937,22.5342497634,19-02-01 15:28:41
00001,235,32686,114.007382423,22.5342765013,19-02-01 15:28:59
00001,236,32686,114.00766315,22.5342436541,19-02-01 15:29:44
00001,237,50836,114.006031592,22.5352874342,19-02-01 15:30:56
00001,238,50837,114.006827099,22.5363421566,19-02-01 15:32:17
00001,239,18901,114.013696255,22.5375220917,19-02-01 15:33:38
00001,240,18904,114.015174251,22.5377865064,19-02-01 15:34:32
00001,241,2820,114.025929607,22.5396277244,19-02-01 15:36:56
00001,242,79444,114.0375262,22.5415856379,19-02-01 15:39:56
00001,243,47826,114.041138374,22.5420889437,19-02-01 15:41:17
00001,244,71664,114.068336475,22.5418698925,19-02-01 15:47:08
00001,245,13347,114.068030217,22.5470603861,19-02-01 15:48:02
00001,246,46807,114.067991315,22.5492175829,19-02-01 15:49:14
00001,247,73591,114.067844328,22.562520059,19-02-01 15:54:47
00001,248,46637,114.067790005,22.5657701123,19-02-01 15:55:41
00001,249,13296,114.054427661,22.5821864607,19-02-01 15:59:53
00001,250,13433,114.048311601,22.5926150319,19-02-01 16:01:23
00001,251,45751,114.045113054,22.598869959,19-02-01 16:02:44
00001,252,19359,114.04369849,22.601206886,19-02-01 16:03:11
00001,253,2094,114.043700121,22.6025730149,19-02-01 16:03:20
00001,254,19392,114.043457469,22.6224044052,19-02-01 16:05:17
00001,255,32770,114.0462382,22.6304191,19-02-01 16:06:20
00001,256,82980,114.061830602,22.6295645478,19-02-01 16:09:11
00001,257,32725,114.071381291,22.6300027673,19-02-01 16:11:08
00001,258,20147,114.075949809,22.6291565605,19-02-01 16:11:53
00001,259,21550,114.099669639,22.6345446363,19-02-01 16:15:47
00001,260,21550,114.101269302,22.6353105054,19-02-01 16:16:23
00001,261,40856,114.110607996,22.6419456538,19-02-01 16:17:26
00001,262,40872,114.119306873,22.6417291614,19-02-01 16:18:11
00001,263,16752,114.130864764,22.6368290632,19-02-01 16:19:14
00001,264,16752,114.134105909,22.6357882273,19-02-01 16:19:32
00001,265,44800,114.157339356,22.6465203659,19-02-01 16:21:47
00001,266,27555,114.186591801,22.6585263136,19-02-01 16:24:29
00001,267,27555,114.197671663,22.6638337444,19-02-01 16:25:32
00001,268,7372,114.203846216,22.6776703139,19-02-01 16:27:02
00001,269,22102,114.208659136,22.689233331,19-02-01 16:28:50
00001,270,22102,114.211865305,22.6925111134,19-02-01 16:29:44
00001,271,67262,114.214039565,22.6946860688,19-02-01 16:30:11
00001,272,67262,114.214515921,22.6951782217,19-02-01 16:30:47
00001,273,67262,114.215655807,22.6963596886,19-02-01 16:31:05
00001,274,7149,114.220589753,22.701471613,19-02-01 16:32:26
00001,275,57219,114.213626306,22.7093771426,19-02-01 16:38:26
00001,276,13345,114.213467,22.7176941,19-02-01 16:41:35
00001,277,55581,114.221343968,22.7221335677,19-02-01 16:43:50
00001,278,25311,114.225951946,22.7221993162,19-02-01 16:46:05
00001,279,85290,114.243217887,22.7265379236,19-02-01 16:54:10
00001,280,85290,114.244191298,22.7256281791,19-02-01 16:55:05
00001,281,85290,114.245096469,22.7247822125,19-02-01 16:55:23
00001,282,85344,114.245472933,22.7244303391,19-02-01 16:57:20
00001,283,68108,114.247531509,22.722209449,19-02-01 16:58:50
00001,284,68108,114.247549096,22.7213279875,19-02-01 16:58:59
00001,285,27951,114.250867851,22.7198704645,19-02-01 17:01:14
00001,286,27951,114.250965999,22.7198988363,19-02-01 17:01:23
00001,287,39065,114.254386587,22.7213802018,19-02-01 17:02:35
00001,288,74991,114.259139758,22.7237651261,19-02-01 17:03:47
00001,289,56539,114.27228122,22.7312977917,19-02-01 17:10:50
00001,290,85997,114.277829339,22.730801981,19-02-01 17:13:05
00001,291,74814,114.279223254,22.7293171797,19-02-01 17:13:23
00001,292,70358,114.280643576,22.7283889861,19-02-01 17:14:08
00001,293,70358,114.281733327,22.7279915751,19-02-01 17:14:26
00001,294,32118,114.28347563,22.7275465175,19-02-01 17:14:53
00001,295,32118,114.2838765,22.7274399859,19-02-01 17:15:29
00001,296,32118,114.284633184,22.7271791969,19-02-01 17:15:56
00001,297,74772,114.289647102,22.7251839358,19-02-01 17:18:56
00001,298,74803,114.293994353,22.723025073,19-02-01 17:19:50
00001,299,5777,114.295084569,22.7225254915,19-02-01 17:20:08
00001,300,56915,114.309518489,22.7110351158,19-02-01 17:25:59
00001,301,57981,114.310232019,22.7107403488,19-02-01 17:26:08
00001,302,11755,114.312441629,22.7092092038,19-02-01 17:26:53
00001,303,67983,114.33235395,22.6972984796,19-02-01 17:31:59
00001,304,67983,114.332441348,22.6963691216,19-02-01 17:32:17
00001,305,67983,114.332490501,22.696015248,19-02-01 17:32:44
00001,306,55775,114.334645312,22.6878471131,19-02-01 17:37:41
00001,307,55799,114.33422856,22.687342494,19-02-01 17:37:50
00001,308,55799,114.334190279,22.6872998762,19-02-01 17:37:59
00001,309,37791,114.324568748,22.6768729359,19-02-01 17:44:35
00001,310,26020,114.327355105,22.6710265188,19-02-01 17:46:05
00001,311,38963,114.327808557,22.6700324882,19-02-01 17:46:14
00002,1,33160,114.132773249,22.6415078657,19-02-01 07:16:12
00002,2,82110,114.132858755,22.629072943,19-02-01 07:22:42
00002,3,64210,114.121483963,22.6125001985,19-02-01 07:30:32
00002,4,64210,114.120810227,22.6120247822,19-02-01 07:30:52
00002,5,84138,114.118447968,22.610383729,19-02-01 07:32:42
00002,6,30479,114.109324967,22.6104170164,19-02-01 07:34:10
00002,7,30479,114.108541397,22.6110151418,19-02-01 07:34:22
00002,8,2682,114.107637199,22.6108174074,19-02-01 07:36:22
00002,9,2642,114.102634665,22.6087435346,19-02-01 07:38:12
00002,10,2642,114.102169647,22.6085514247,19-02-01 07:38:22
00002,11,2642,114.102140717,22.6085398338,19-02-01 07:38:32
00002,12,2694,114.09940587,22.6052641807,19-02-01 07:40:38
00002,13,2694,114.099313691,22.6045061091,19-02-01 07:41:02
00002,14,2694,114.099290092,22.6027913912,19-02-01 07:41:52
00002,15,45055,114.101111213,22.6003126185,19-02-01 07:43:01
00002,16,61507,114.101272919,22.5992585347,19-02-01 07:43:12
00002,17,45055,114.101437621,22.5986931863,19-02-01 07:43:22
00002,18,68759,114.105708396,22.5901132478,19-02-01 07:48:02
00002,19,68759,114.104232318,22.5887038579,19-02-01 07:48:22
00002,20,68725,114.102366523,22.5873981505,19-02-01 07:48:46
00002,21,68725,114.101765664,22.5866263488,19-02-01 07:49:12
00002,22,68725,114.101657865,22.5864878811,19-02-01 07:49:22
00002,23,68734,114.101090429,22.5843406324,19-02-01 07:49:52
00002,24,83469,114.099171798,22.5624187858,19-02-01 07:58:52
00002,25,30722,114.099244445,22.5562670626,19-02-01 08:03:42
00002,26,47627,114.099380105,22.5485900282,19-02-01 08:07:12
00002,27,47631,114.099452157,22.5447573254,19-02-01 08:09:42
00002,28,47631,114.099453056,22.5447095151,19-02-01 08:09:52
00002,29,590,114.099467009,22.5439676758,19-02-01 08:10:32
00002,30,28984,114.099500319,22.5425160865,19-02-01 08:13:11
00002,31,89,114.094525803,22.5381532948,19-02-01 08:15:52
00002,32,82301,114.086676676,22.5376552126,19-02-01 08:17:12
00002,33,76967,114.084693217,22.537613799,19-02-01 08:17:42
00002,34,78528,114.079704111,22.5363758229,19-02-01 08:18:42
00002,35,78528,114.079578343,22.536256558,19-02-01 08:18:44
00002,36,73462,114.077811782,22.5333056072,19-02-01 08:19:32
00002,37,70878,114.070160346,22.5319654411,19-02-01 08:21:02
00002,38,14365,114.064394253,22.531891844,19-02-01 08:21:42
00002,39,14365,114.064256608,22.5318897478,19-02-01 08:22:02
00002,40,79906,114.051506193,22.5317115722,19-02-01 08:24:22
00002,41,34256,114.033619326,22.5304948283,19-02-01 08:27:00
00002,42,4553,114.021460808,22.5323537381,19-02-01 08:31:32
00002,43,15634,114.011442392,22.5303385553,19-02-01 08:33:12
00002,44,14476,114.009848573,22.5300096857,19-02-01 08:33:22
00002,45,19906,113.99559551,22.5287621266,19-02-01 08:35:22
00002,46,66637,113.968832975,22.5233227419,19-02-01 08:39:00
00002,47,66637,113.963721423,22.5232858206,19-02-01 08:39:52
00002,48,56684,113.951295988,22.5240904356,19-02-01 08:41:12
00002,49,71934,113.94377845,22.5247828291,19-02-01 08:42:22
00002,50,707,113.9364136,22.5257446,19-02-01 08:43:42
00002,51,24561,113.933460623,22.5257117046,19-02-01 08:45:01
00002,52,52025,113.919821788,22.5321293888,19-02-01 08:50:13
00002,53,58819,113.919254841,22.5354665235,19-02-01 08:53:12
00002,54,33876,113.913957,22.5355588,19-02-01 08:57:22
00002,55,65496,113.908768226,22.5312835228,19-02-01 08:59:20
00002,56,65496,113.908051476,22.5312793528,19-02-01 08:59:42
00002,57,29532,113.909016811,22.5444362592,19-02-01 09:06:32
00002,58,84588,113.9087846,22.5448051,19-02-01 09:07:25
00002,59,27962,113.910152798,22.5394084734,19-02-01 09:19:39
00002,60,47743,113.905258902,22.5352012559,19-02-01 09:21:22
00002,61,65451,113.90771644,22.53121925,19-02-01 09:26:12
00002,62,65500,113.910386538,22.5325796676,19-02-01 09:28:12
00002,63,69880,113.913147544,22.5353872805,19-02-01 09:30:22
00002,64,14378,113.919761558,22.5353336695,19-02-01 09:33:12
00002,65,5222,113.919143541,22.5294210608,19-02-01 09:34:56
00002,66,58476,113.918979636,22.5280182845,19-02-01 09:35:12
00002,67,30936,113.931554023,22.5245615073,19-02-01 09:39:02
00002,68,30936,113.933258416,22.5245024689,19-02-01 09:39:32
00002,69,30936,113.934434542,22.5243856737,19-02-01 09:39:42
00002,70,19058,113.94441678,22.523947656,19-02-01 09:41:12
00002,71,2193,113.94809507,22.523644223,19-02-01 09:41:52
00002,72,43269,113.953627501,22.5233259819,19-02-01 09:42:32
00002,73,36401,113.98023917,22.522485868,19-02-01 09:45:42
00002,74,11127,114.009892689,22.529663444,19-02-01 09:50:02
00002,75,85250,114.021345664,22.5319687318,19-02-01 09:51:32
00002,76,75518,114.034272074,22.530013285,19-02-01 09:54:32
00002,77,7362,114.04394482,22.5311229831,19-02-01 09:58:22
00002,78,16059,114.060737331,22.5313898321,19-02-01 10:01:02
00002,79,14375,114.064330584,22.5314543563,19-02-01 10:01:48
00002,80,21399,114.071456683,22.5316130875,19-02-01 10:02:42
00002,81,34382,114.077970831,22.5326868879,19-02-01 10:04:12
00002,82,13520,114.07950004,22.5355101982,19-02-01 10:04:53
00002,83,85692,114.08508238,22.5371804375,19-02-01 10:06:18
00002,84,85692,114.085456194,22.5371875647,19-02-01 10:06:22
00002,85,5045,114.097531428,22.5380600543,19-02-01 10:08:22
00002,86,37344,114.099687016,22.5408458977,19-02-01 10:10:32
00002,87,47634,114.099601623,22.5465669751,19-02-01 10:12:42
00002,88,42476,114.099479979,22.5546320517,19-02-01 10:15:32
00002,89,85724,114.099409554,22.5578850305,19-02-01 10:17:12
00002,90,1595,114.099369474,22.5601348252,19-02-01 10:18:22
00002,91,29056,114.09891113,22.5743241703,19-02-01 10:25:12
00002,92,68785,114.101213057,22.5822266753,19-02-01 10:28:22
00002,93,51263,114.101349577,22.5858510924,19-02-01 10:29:12
00002,94,68727,114.1019078,22.5866749607,19-02-01 10:29:32
00002,95,68727,114.104051215,22.5885024108,19-02-01 10:30:08
00002,96,68727,114.106181798,22.5902010436,19-02-01 10:30:42
00002,97,67025,114.103831416,22.5928310908,19-02-01 10:33:52
00002,98,67025,114.102081205,22.5968925775,19-02-01 10:34:42
00002,99,61503,114.100920799,22.6010866367,19-02-01 10:35:52
00002,100,61503,114.100836357,22.6012283253,19-02-01 10:36:12
00002,101,61503,114.100722924,22.6013718383,19-02-01 10:36:15
00002,102,61503,114.09940233,22.6034379341,19-02-01 10:37:02
00002,103,61491,114.099624723,22.606141201,19-02-01 10:38:22
00002,104,61491,114.099644646,22.6063312509,19-02-01 10:38:52
00002,105,45955,114.107491062,22.610667249,19-02-01 10:42:22
00002,106,45955,114.107555105,22.6107083382,19-02-01 10:42:32
00002,107,35144,114.113196533,22.6095509788,19-02-01 10:43:52
00002,108,44040,114.129379129,22.6190726304,19-02-01 10:48:32
00002,109,44044,114.131555422,22.6215174387,19-02-01 10:49:32
00002,110,70910,114.136101173,22.6253503501,19-02-01 10:50:32
00002,111,48677,114.130881392,22.6309257929,19-02-01 10:54:32
00002,112,48677,114.130542872,22.6312134999,19-02-01 10:54:52
00002,113,47563,114.130024101,22.6363310655,19-02-01 10:56:22
